#timestamp [ns],p_RS_R_x [m], p_RS_R_y [m], p_RS_R_z [m], q_RS_w [], q_RS_x [], q_RS_y [], q_RS_z [],p_RS_R_x [m], p_RS_R_y [m], p_RS_R_z [m], q_RS_w [], q_RS_x [], q_RS_y [], q_RS_z [],p_RS_R_x [m], p_RS_R_y [m], p_RS_R_z [m], q_RS_w [], q_RS_x [], q_RS_y [], q_RS_z [],p_RS_R_x [m], p_RS_R_y [m], p_RS_R_z [m], q_RS_w [], q_RS_x [], q_RS_y [], q_RS_z [],p_RS_R_x [m], p_RS_R_y [m], p_RS_R_z [m], q_RS_w [], q_RS_x [], q_RS_y [], q_RS_z [],p_RS_R_x [m], p_RS_R_y [m], p_RS_R_z [m], q_RS_w [], q_RS_x [], q_RS_y [], q_RS_z [],p_RS_R_x [m], p_RS_R_y [m], p_RS_R_z [m], q_RS_w [], q_RS_x [], q_RS_y [], q_RS_z [],p_RS_R_x [m], p_RS_R_y [m], p_RS_R_z [m], q_RS_w [], q_RS_x [], q_RS_y [], q_RS_z [],p_RS_R_x [m], p_RS_R_y [m], p_RS_R_z [m], q_RS_w [], q_RS_x [], q_RS_y [], q_RS_z [],p_RS_R_x [m], p_RS_R_y [m], p_RS_R_z [m], q_RS_w [], q_RS_x [], q_RS_y [], q_RS_z [],p_RS_R_x [m], p_RS_R_y [m], p_RS_R_z [m], q_RS_w [], q_RS_x [], q_RS_y [], q_RS_z [],p_RS_R_x [m], p_RS_R_y [m], p_RS_R_z [m], q_RS_w [], q_RS_x [], q_RS_y [], q_RS_z [],p_RS_R_x [m], p_RS_R_y [m], p_RS_R_z [m], q_RS_w [], q_RS_x [], q_RS_y [], q_RS_z [],p_RS_R_x [m], p_RS_R_y [m], p_RS_R_z [m], q_RS_w [], q_RS_x [], q_RS_y [], q_RS_z [],p_RS_R_x [m], p_RS_R_y [m], p_RS_R_z [m], q_RS_w [], q_RS_x [], q_RS_y [], q_RS_z [],p_RS_R_x [m], p_RS_R_y [m], p_RS_R_z [m], q_RS_w [], q_RS_x [], q_RS_y [], q_RS_z [],p_RS_R_x [m], p_RS_R_y [m], p_RS_R_z [m], q_RS_w [], q_RS_x [], q_RS_y [], q_RS_z [],p_RS_R_x [m], p_RS_R_y [m], p_RS_R_z [m], q_RS_w [], q_RS_x [], q_RS_y [], q_RS_z [],p_RS_R_x [m], p_RS_R_y [m], p_RS_R_z [m], q_RS_w [], q_RS_x [], q_RS_y [], q_RS_z [],p_RS_R_x [m], p_RS_R_y [m], p_RS_R_z [m], q_RS_w [], q_RS_x [], q_RS_y [], q_RS_z [],p_RS_R_x [m], p_RS_R_y [m], p_RS_R_z [m], q_RS_w [], q_RS_x [], q_RS_y [], q_RS_z [],p_RS_R_x [m], p_RS_R_y [m], p_RS_R_z [m], q_RS_w [], q_RS_x [], q_RS_y [], q_RS_z [],p_RS_R_x [m], p_RS_R_y [m], p_RS_R_z [m], q_RS_w [], q_RS_x [], q_RS_y [], q_RS_z [],p_RS_R_x [m], p_RS_R_y [m], p_RS_R_z [m], q_RS_w [], q_RS_x [], q_RS_y [], q_RS_z [],p_RS_R_x [m], p_RS_R_y [m], p_RS_R_z [m], q_RS_w [], q_RS_x [], q_RS_y [], q_RS_z [],p_RS_R_x [m], p_RS_R_y [m], p_RS_R_z [m], q_RS_w [], q_RS_x [], q_RS_y [], q_RS_z []
12710113441000,0.0008804016,-0.0029904842,-0.0640816391,0.9965308309,-0.0630768016,0.0416752212,0.0347965024,-0.0000000037,0.0000000000,0.0000000000,1.0000000000,0.0000000000,-0.0000000075,-0.0000000075,0.0314421579,-0.0095000267,-0.0246696174,0.8042627573,0.2257391214,-0.3330318928,-0.4373706877,0.0585794449,-0.0068426728,-0.0497011244,0.8282724023,0.1084507778,-0.2670891583,-0.4804858863,0.0747397393,-0.0091193020,-0.0743498206,0.8161722422,0.1779315174,-0.3066676259,-0.4562436640,0.0893633813,-0.0088851452,-0.0908625722,0.8161722422,0.1779315174,-0.3066676259,-0.4562436640,0.0160796940,0.0000000000,-0.0327151269,0.9985845089,-0.0171817243,-0.0498635322,0.0068831742,0.0223385543,-0.0021084845,-0.0950663388,0.9948657751,-0.0831496492,-0.0575723015,0.0036960917,0.0263398737,-0.0078418255,-0.1290989220,0.9745752811,-0.2165059000,-0.0575450324,-0.0040987809,0.0287684575,-0.0171363652,-0.1488909125,0.9860153794,-0.1563506275,-0.0576880835,-0.0005632043,0.0309459269,-0.0230482221,-0.1669961214,0.9860153794,-0.1563506275,-0.0576880835,-0.0005632043,0.0032907091,0.0009500086,-0.0337943584,0.9965308309,-0.0630768016,0.0416752212,0.0347965024,-0.0015299022,-0.0069309473,-0.0943689346,0.9843810201,-0.1701252013,0.0209424291,0.0401613601,-0.0025891364,-0.0198659301,-0.1305370629,0.9503400326,-0.3078999817,0.0150400624,0.0427237153,-0.0026427396,-0.0336699486,-0.1496000290,0.9532653689,-0.2987200916,0.0154514182,0.0425766818,-0.0027230158,-0.0450646877,-0.1659895182,0.9532653689,-0.2987200916,0.0154514182,0.0425766818,-0.0060443692,0.0004749894,-0.0324558020,0.9865481853,-0.0732802227,0.1420065612,0.0344501399,-0.0212047733,-0.0080309808,-0.0847417116,0.9974798560,-0.0285787284,0.0547793806,0.0348765925,-0.0249315407,-0.0101441145,-0.1192122400,0.9636268020,-0.2592416108,0.0451920889,0.0466351248,-0.0262803733,-0.0209455490,-0.1376813650,0.9647871256,-0.2548895180,0.0454021282,0.0464306585,-0.0274167657,-0.0297619700,-0.1530721188,0.9647871256,-0.2548895180,0.0454021282,0.0464306585,-0.0143355057,-0.0004749894,-0.0288543701,0.9739767313,-0.0766626075,0.2129954696,0.0111851776,-0.0347471014,-0.0080875456,-0.0731914639,0.9871600866,-0.1033251658,0.1193173453,0.0245408136,-0.0408388972,-0.0136336684,-0.0983033180,0.9801127315,-0.1566531807,0.1178125963,0.0309688412,-0.0445417166,-0.0188953280,-0.1137541533,0.9619886279,-0.2444157153,0.1145391911,0.0414686948,-0.0475369543,-0.0260765553,-0.1265417337,0.9619886279,-0.2444157153,0.1145391911,0.0414686948
12710131948000,0.0015033484,-0.0028934479,-0.0641372353,0.9969860911,-0.0618175901,0.0314147063,0.0347923450,-0.0000000112,-0.0000000298,0.0000000149,1.0000000000,0.0000000000,-0.0000000075,-0.0000000075,0.0314421356,-0.0094999969,-0.0246696025,0.8117080927,0.2127540857,-0.3124643266,-0.4452322721,0.0572304800,-0.0070144832,-0.0511054546,0.8333495855,0.0982993543,-0.2477982938,-0.4842124581,0.0722537637,-0.0092652738,-0.0764654726,0.8207098246,0.1748418659,-0.2914579511,-0.4592581093,0.0863491669,-0.0088399947,-0.0934277028,0.8207098246,0.1748418659,-0.2914579511,-0.4592581093,0.0160796866,-0.0000000298,-0.0327151567,0.9986095428,-0.0127923191,-0.0505966023,0.0074487701,0.0224276260,-0.0015546679,-0.0950736254,0.9946568012,-0.0793537498,-0.0659002885,0.0042428225,0.0270057395,-0.0070198476,-0.1290775687,0.9741811752,-0.2158938050,-0.0658550784,-0.0048944871,0.0297820792,-0.0162881315,-0.1488360614,0.9853312969,-0.1573579609,-0.0660298318,-0.0009547397,0.0322707742,-0.0222351849,-0.1668896526,0.9853312969,-0.1573579609,-0.0660298318,-0.0009547397,0.0032906942,0.0009499788,-0.0337943584,0.9969860911,-0.0618175901,0.0314147063,0.0347923450,-0.0002839938,-0.0067368448,-0.0944800824,0.9864560962,-0.1591212451,0.0083671883,0.0389199406,-0.0004423857,-0.0188251138,-0.1309549958,0.9547499418,-0.2947333455,0.0028744566,0.0397052802,-0.0000207089,-0.0320764780,-0.1504016966,0.9578894973,-0.2843641639,0.0033047949,0.0396717601,0.0003033057,-0.0429563224,-0.1671344191,0.9578894973,-0.2843641639,0.0033047949,0.0396717601,-0.0060443841,0.0004749894,-0.0324557871,0.9869905710,-0.0756041110,0.1376749575,0.0343407094,-0.0207326710,-0.0082692206,-0.0848371238,0.9977173209,-0.0337524675,0.0461869724,0.0358840860,-0.0238498822,-0.0107237995,-0.1193455011,0.9653019905,-0.2545019388,0.0370635614,0.0452459380,-0.0248901621,-0.0213292539,-0.1379476935,0.9669473171,-0.2481773198,0.0373589508,0.0450023375,-0.0257772654,-0.0299193561,-0.1534821540,0.9669473171,-0.2481773198,0.0373589508,0.0450023375,-0.0143355057,-0.0004750192,-0.0288543254,0.9735238552,-0.0791533887,0.2141565084,0.0110929534,-0.0348472148,-0.0083230138,-0.0731040686,0.9857953787,-0.1110301018,0.1233823523,0.0256255418,-0.0411258638,-0.0142755210,-0.0980765074,0.9780386090,-0.1660138369,0.1217552647,0.0324889347,-0.0449314266,-0.0198430717,-0.1133946329,0.9590482116,-0.2536666095,0.1183234677,0.0433524437,-0.0479994491,-0.0272797644,-0.1260179132,0.9590482116,-0.2536666095,0.1183234677,0.0433524437
12710150455000,0.0012593344,-0.0026732683,-0.0641489029,0.9971019626,-0.0580937713,0.0352419615,0.0342162699,0.0000000186,0.0000000298,0.0000000447,1.0000000000,-0.0000000596,0.0000000373,0.0000000149,0.0314421616,-0.0094999969,-0.0246695578,0.8155355453,0.1931371540,-0.3029671311,-0.4536637664,0.0562196411,-0.0080145895,-0.0521275699,0.8353242874,0.0680703223,-0.2311637104,-0.4941287339,0.0696248412,-0.0114061534,-0.0782559812,0.8258321881,0.1428329200,-0.2746170461,-0.4713653922,0.0826002806,-0.0119129717,-0.0960873961,0.8258321881,0.1428329200,-0.2746170461,-0.4713653922,0.0160797127,0.0000000298,-0.0327151120,0.9987223148,-0.0010954736,-0.0499753505,0.0074127382,0.0223396383,-0.0000907183,-0.0951018035,0.9964848757,-0.0584459826,-0.0598449558,0.0045372020,0.0265018605,-0.0041188002,-0.1293588877,0.9791327119,-0.1941574514,-0.0599032342,-0.0036886851,0.0290511139,-0.0124932528,-0.1495425105,0.9886239171,-0.1379161626,-0.0600161031,-0.0002612322,0.0313245766,-0.0177214146,-0.1678451896,0.9886239171,-0.1379161626,-0.0600161031,-0.0002612322,0.0032907166,0.0009499788,-0.0337942839,0.9971019626,-0.0580937713,0.0352419615,0.0342162699,-0.0007720701,-0.0062965155,-0.0945035517,0.9819492102,-0.1836126894,0.0235731564,0.0388125293,-0.0020033456,-0.0202232003,-0.1302960515,0.9415354729,-0.3338397741,0.0172614213,0.0420017652,-0.0021083318,-0.0350531936,-0.1485719979,0.9435843229,-0.3280039728,0.0175211560,0.0418940894,-0.0022197738,-0.0474386215,-0.1642260849,0.9435843229,-0.3280039728,0.0175211560,0.0418940894,-0.0060443655,0.0004750490,-0.0324557573,0.9868450165,-0.0771977827,0.1378202885,0.0343956836,-0.0207397565,-0.0084426403,-0.0848058462,0.9969710708,-0.0471017584,0.0492532626,0.0374738090,-0.0240284614,-0.0118331909,-0.1192189157,0.9595204592,-0.2747548521,0.0393331386,0.0477815233,-0.0250837803,-0.0232174397,-0.1373540759,0.9601733088,-0.2724648714,0.0394470282,0.0476875454,-0.0259682834,-0.0325838327,-0.1524333358,0.9601733088,-0.2724648714,0.0394470282,0.0476875454,-0.0143354833,-0.0004749596,-0.0288543403,0.9731004834,-0.0793836638,0.2159979641,0.0108895889,-0.0350166447,-0.0083395243,-0.0730221570,0.9844748974,-0.1079282463,0.1363525242,0.0238502175,-0.0419759229,-0.0141276717,-0.0978524685,0.9763145447,-0.1662804186,0.1346929371,0.0319163874,-0.0462001786,-0.0197057426,-0.1130565703,0.9564202428,-0.2570984364,0.1311065853,0.0444061458,-0.0496123508,-0.0272415280,-0.1255318820,0.9564202428,-0.2570984364,0.1311065853,0.0444061458
12710168959000,0.0014886260,-0.0021123290,-0.0642250180,0.9977460504,-0.0490418859,0.0311280638,0.0335979089,0.0000000335,0.0000000298,0.0000001341,1.0000000000,-0.0000002384,0.0000000969,0.0000000298,0.0314421840,-0.0094999671,-0.0246694982,0.8164938688,0.1837995946,-0.3018093109,-0.4565815032,0.0558972619,-0.0085915923,-0.0524398834,0.8339221478,0.0708410144,-0.2367871404,-0.4934444427,0.0696386248,-0.0120068491,-0.0783899724,0.8228636980,0.1527740508,-0.2843174040,-0.4676742256,0.0831121206,-0.0123269558,-0.0958525836,0.8228636980,0.1527740508,-0.2843174040,-0.4676742256,0.0160797276,0.0000000298,-0.0327150226,0.9986732006,0.0095430594,-0.0500765331,0.0072830301,0.0223422684,0.0012408793,-0.0950891972,0.9979236722,-0.0374687873,-0.0521580949,0.0049003731,0.0259717815,-0.0013395250,-0.1295458972,0.9840636253,-0.1699244231,-0.0523463413,-0.0020836217,0.0282227658,-0.0087019205,-0.1501550674,0.9920243025,-0.1146443337,-0.0523809642,0.0008460655,0.0302187465,-0.0130606592,-0.1687159836,0.9920243025,-0.1146443337,-0.0523809642,0.0008460655,0.0032907277,0.0009500086,-0.0337942243,0.9977460504,-0.0490418859,0.0311280638,0.0335979089,-0.0003134869,-0.0051746964,-0.0946557522,0.9842017889,-0.1686482579,0.0396971069,0.0364521444,-0.0028436556,-0.0180421472,-0.1307750046,0.9454622269,-0.3212422729,0.0334744155,0.0422383957,-0.0036947131,-0.0324056447,-0.1494006813,0.9471538663,-0.3162198663,0.0336981192,0.0420601554,-0.0044379756,-0.0444194674,-0.1653248072,0.9471538663,-0.3162198663,0.0336981192,0.0420601554,-0.0060443468,0.0004750192,-0.0324556828,0.9869531989,-0.0795344785,0.1356879920,0.0344459787,-0.0205001794,-0.0086904168,-0.0848296881,0.9972217083,-0.0436233766,0.0477536134,0.0369534791,-0.0236964822,-0.0118351579,-0.1192747951,0.9634872079,-0.2608571947,0.0385063216,0.0465105213,-0.0247670040,-0.0226882100,-0.1377319098,0.9640922546,-0.2586120963,0.0386145934,0.0464207120,-0.0256636217,-0.0316147208,-0.1530749798,0.9640922546,-0.2586120963,0.0386145934,0.0464207120,-0.0143354721,-0.0004750192,-0.0288542062,0.9743686914,-0.0829505101,0.2087918371,0.0114396708,-0.0343416184,-0.0086964071,-0.0732673407,0.9862218499,-0.1070433930,0.1238285527,0.0239746962,-0.0406610593,-0.0144334435,-0.0982798934,0.9786801338,-0.1621018201,0.1222917214,0.0308712125,-0.0444998331,-0.0198703110,-0.1136366129,0.9594689608,-0.2520141304,0.1189083457,0.0420606844,-0.0475980341,-0.0272589326,-0.1262807250,0.9594689608,-0.2520141304,0.1189083457,0.0420606844
12710187466000,0.0020013787,-0.0016639084,-0.0642926991,0.9982662797,-0.0419516452,0.0225326959,0.0345968530,0.0000000522,0.0000000447,0.0000002384,1.0000000000,-0.0000003576,0.0000001565,0.0000000596,0.0314422026,-0.0094999522,-0.0246693939,0.8180950880,0.1680706739,-0.2962579429,-0.4633616209,0.0551495776,-0.0094834417,-0.0530953258,0.8323447704,0.0687708035,-0.2385649830,-0.4955395758,0.0689044669,-0.0130886286,-0.0790125430,0.8180454373,0.1683115363,-0.2963943779,-0.4632743299,0.0830412731,-0.0130720884,-0.0959456265,0.8180454373,0.1683115363,-0.2963943779,-0.4632743299,0.0160797462,0.0000000298,-0.0327149481,0.9981861115,0.0122452332,-0.0585929602,0.0064429916,0.0234040618,0.0015801042,-0.0949656963,0.9977377653,-0.0504289977,-0.0443590134,0.0029357511,0.0264897272,-0.0019070357,-0.1293956190,0.9801102281,-0.1934102178,-0.0443200320,-0.0034749566,0.0283714756,-0.0102546662,-0.1496634483,0.9882267714,-0.1463952661,-0.0444354042,-0.0013549770,0.0300474688,-0.0158037096,-0.1679361016,0.9882267714,-0.1463952661,-0.0444354042,-0.0013549770,0.0032907389,0.0009500086,-0.0337941349,0.9982662797,-0.0419516452,0.0225326959,0.0345968530,0.0007120110,-0.0042778105,-0.0947913229,0.9821534753,-0.1822103858,0.0284284707,0.0369565561,-0.0009162948,-0.0181119293,-0.1306038201,0.9358165860,-0.3493900299,0.0216056779,0.0413177833,-0.0011885241,-0.0335449427,-0.1483717561,0.9346498251,-0.3524992466,0.0214681923,0.0413893834,-0.0014071167,-0.0467336029,-0.1633542180,0.9346498251,-0.3524992466,0.0214681923,0.0413893834,-0.0060443319,0.0004750192,-0.0324555784,0.9868055582,-0.0809480026,0.1359487921,0.0343544856,-0.0205217823,-0.0088424534,-0.0847967863,0.9967370629,-0.0626109615,0.0304676555,0.0408266485,-0.0224539340,-0.0132644027,-0.1191956997,0.9574424028,-0.2840933800,0.0205578227,0.0466097705,-0.0227301270,-0.0249680132,-0.1371553540,0.9558283687,-0.2894771695,0.0202951599,0.0467247479,-0.0229388885,-0.0348372012,-0.1519354582,0.9558283687,-0.2894771695,0.0202951599,0.0467247479,-0.0143354684,-0.0004749745,-0.0288541615,0.9747701883,-0.0831373334,0.2067638785,0.0126472665,-0.0341444612,-0.0087401122,-0.0733474493,0.9874472022,-0.1168088764,0.1023269668,0.0288613327,-0.0393071175,-0.0149929076,-0.0985015631,0.9776244164,-0.1815120578,0.1002067626,0.0355300866,-0.0423704982,-0.0210520774,-0.1137994528,0.9550541639,-0.2767087519,0.0962300077,0.0452058464,-0.0447474308,-0.0290939659,-0.1261987984,0.9550541639,-0.2767087519,0.0962300077,0.0452058464
12710205974000,0.0025221705,-0.0013914406,-0.0643323660,0.9985810518,-0.0377811641,0.0138799204,0.0348704048,0.0000000559,0.0000000596,0.0000002980,1.0000000000,-0.0000003874,0.0000001267,0.0000000894,0.0314421915,-0.0094999969,-0.0246693045,0.8139563203,0.1502684206,-0.3095139563,-0.4680765569,0.0552993603,-0.0111703873,-0.0529203266,0.8262804151,0.0486437194,-0.2493670136,-0.5027033687,0.0689273328,-0.0162055790,-0.0786656588,0.8142587543,0.1486209333,-0.3085660636,-0.4687019885,0.0830850154,-0.0172471702,-0.0955492109,0.8142587543,0.1486209333,-0.3085660636,-0.4687019885,0.0160797425,0.0000000298,-0.0327149034,0.9969974160,0.0209951941,-0.0741428286,0.0076337736,0.0253292210,0.0026958585,-0.0946703404,0.9952678680,-0.0731895119,-0.0639101043,0.0008318422,0.0297533236,-0.0023621023,-0.1287575960,0.9652777910,-0.2532857060,-0.0629921108,-0.0108254375,0.0323081128,-0.0131498277,-0.1477604508,0.9722930193,-0.2248579860,-0.0632825941,-0.0089727547,0.0345897935,-0.0215538144,-0.1648384333,0.9722930193,-0.2248579860,-0.0632825941,-0.0089727547,0.0032907389,0.0009500086,-0.0337941051,0.9985810518,-0.0377811641,0.0138799204,0.0348704048,0.0017535947,-0.0037328303,-0.0948706269,0.9798054695,-0.1960288435,0.0152199958,0.0363636576,0.0011553466,-0.0185364485,-0.1303257644,0.9270522594,-0.3728542030,0.0082738530,0.0385423005,0.0014707409,-0.0348222554,-0.1473146975,0.9238159657,-0.3808018267,0.0079425322,0.0386119187,0.0017648079,-0.0488790572,-0.1614844799,0.9238159657,-0.3808018267,0.0079425322,0.0386119187,-0.0060443319,0.0004749894,-0.0324555188,0.9863168597,-0.0808812007,0.1394682527,0.0344379842,-0.0208965056,-0.0088454783,-0.0846911371,0.9952145815,-0.0823652670,0.0287110899,0.0440409556,-0.0226295665,-0.0146279633,-0.1188983023,0.9493785501,-0.3097036779,0.0177782383,0.0494759455,-0.0226962678,-0.0272724926,-0.1362104714,0.9449578524,-0.3229406774,0.0170850977,0.0497195721,-0.0226994082,-0.0381503999,-0.1502664089,0.9449578524,-0.3229406774,0.0170850977,0.0497195721,-0.0143354647,-0.0004750192,-0.0288540721,0.9708485007,-0.0826059654,0.2246285826,0.0131000401,-0.0357749052,-0.0086893141,-0.0725947022,0.9833161235,-0.1288964003,0.1241659820,0.0325266235,-0.0420069098,-0.0156022608,-0.0973303020,0.9706854820,-0.2032108456,0.1213367581,0.0418635532,-0.0456646755,-0.0223751366,-0.1121920943,0.9440104961,-0.3039226234,0.1162753552,0.0543618388,-0.0484561808,-0.0311536789,-0.1239908338,0.9440104961,-0.3039226234,0.1162753552,0.0543618388
12710224481000,0.0026094429,0.0000763237,-0.0644115880,0.9992417693,-0.0138690406,0.0116055477,0.0344794989,0.0000000559,0.0000000596,0.0000003353,1.0000000000,-0.0000004172,0.0000002086,0.0000000596,0.0314421915,-0.0094999969,-0.0246692821,0.8038369417,0.1188348532,-0.3364731669,-0.4759309590,0.0556516461,-0.0142832994,-0.0522572771,0.8124642968,-0.0133197391,-0.2546933293,-0.5242668986,0.0674731284,-0.0228177309,-0.0779732838,0.8098078966,0.0669831485,-0.3052240014,-0.4965508282,0.0798450261,-0.0271109939,-0.0957238451,0.8098078966,0.0669831485,-0.3052240014,-0.4965508282,0.0160797350,0.0000000000,-0.0327148661,0.9970932007,0.0128214583,-0.0747509748,0.0072807330,0.0254145451,0.0016714036,-0.0946936682,0.9936631918,-0.1010597050,-0.0491872504,-0.0009531820,0.0288040452,-0.0053096712,-0.1285592020,0.9576562047,-0.2836801112,-0.0481562503,-0.0100633539,0.0307075791,-0.0172845125,-0.1469165087,0.9614084959,-0.2706907988,-0.0482880324,-0.0094105629,0.0323898457,-0.0272797346,-0.1631878316,0.9614084959,-0.2706907988,-0.0482880324,-0.0094105629,0.0032907389,0.0009500086,-0.0337940678,0.9992417693,-0.0138690406,0.0116055477,0.0344794989,0.0019281320,-0.0007973909,-0.0950290933,0.9819111228,-0.1851708591,0.0167552382,0.0357995667,0.0011731870,-0.0148169398,-0.1307985485,0.9270910025,-0.3727464676,0.0094668446,0.0383760966,0.0014333837,-0.0311008096,-0.1477903128,0.9201232791,-0.3896292150,0.0087638460,0.0385427214,0.0017109923,-0.0454269946,-0.1616879404,0.9201232791,-0.3896292150,0.0087638460,0.0385427214,-0.0060443357,0.0004750192,-0.0324555114,0.9870879054,-0.0731821805,0.1382862329,0.0343323164,-0.0208098553,-0.0080087781,-0.0848580375,0.9952818751,-0.0796986446,0.0345568880,0.0432206765,-0.0229599737,-0.0136231780,-0.1190695539,0.9502100348,-0.3066570461,0.0236802064,0.0500145406,-0.0232671387,-0.0261677206,-0.1364517212,0.9425288439,-0.3295104802,0.0224657003,0.0505717173,-0.0234274827,-0.0372480154,-0.1503476799,0.9425288439,-0.3295104802,0.0224657003,0.0505717173,-0.0143354721,-0.0004749894,-0.0288540646,0.9692211151,-0.0791498646,0.2326205224,0.0152802691,-0.0364915244,-0.0084055066,-0.0722888783,0.9848251343,-0.1142490283,0.1265025437,0.0326162875,-0.0428796969,-0.0145708919,-0.0971818045,0.9744894505,-0.1824926883,0.1239266843,0.0413388126,-0.0466696434,-0.0206952691,-0.1122898534,0.9500257373,-0.2835213840,0.1189171970,0.0540870689,-0.0495927557,-0.0289516151,-0.1244287565,0.9500257373,-0.2835213840,0.1189171970,0.0540870689
12710242987000,0.0023536757,0.0014083087,-0.0644138604,0.9992988110,0.0079877330,0.0150370430,0.0333481841,0.0000000969,-0.0000000298,0.0000003576,1.0000000000,-0.0000004470,0.0000002384,0.0000001043,0.0314422250,-0.0095000267,-0.0246692598,0.8048248291,0.1213789359,-0.3256022930,-0.4811519980,0.0551651418,-0.0138659179,-0.0527448058,0.8131873012,-0.0346749499,-0.2276437283,-0.5345115066,0.0650140643,-0.0227270722,-0.0791716427,0.8135054708,0.0261670202,-0.2669356763,-0.5160130858,0.0751899481,-0.0278647542,-0.0980564207,0.8135054708,0.0261670202,-0.2669356763,-0.5160130858,0.0160797685,-0.0000000298,-0.0327148438,0.9973645806,-0.0018244975,-0.0724200830,0.0040056542,0.0251381993,-0.0001918375,-0.0947568566,0.9892634153,-0.1452945322,-0.0142998779,-0.0065507707,0.0260550231,-0.0101860166,-0.1280190647,0.9556903839,-0.2939533293,-0.0131381927,-0.0086479457,0.0264956206,-0.0225519836,-0.1462096870,0.9612631798,-0.2751829624,-0.0133049870,-0.0083890446,0.0268974602,-0.0326981246,-0.1624695957,0.9612631798,-0.2751829624,-0.0133049870,-0.0083890446,0.0032907650,0.0009499490,-0.0337940305,0.9992988110,0.0079877330,0.0150370430,0.0333481841,0.0014165938,0.0018666685,-0.0950336009,0.9791549444,-0.1959847212,0.0394198298,0.0359401479,-0.0010084584,-0.0129901469,-0.1303884834,0.9267171025,-0.3719542325,0.0321727730,0.0425503217,-0.0016669333,-0.0292802751,-0.1473634988,0.9219502807,-0.3836170733,0.0316333845,0.0429528728,-0.0021734647,-0.0434543192,-0.1614099294,0.9219502807,-0.3836170733,0.0316333845,0.0429528728,-0.0060443282,0.0004749596,-0.0324554890,0.9871579409,-0.0652930140,0.1416607797,0.0344708115,-0.0212068707,-0.0071660876,-0.0848742872,0.9955463409,-0.0652149618,0.0547171272,0.0405031852,-0.0248077400,-0.0118304789,-0.1191065460,0.9600960612,-0.2712582052,0.0450747013,0.0510170721,-0.0260699168,-0.0230955780,-0.1373028606,0.9530717731,-0.2949908972,0.0437953025,0.0521195047,-0.0270071216,-0.0331706703,-0.1519148499,0.9530717731,-0.2949908972,0.0437953025,0.0521195047,-0.0143354535,-0.0004750788,-0.0288539976,0.9692103863,-0.0779538006,0.2329611182,0.0168442037,-0.0365136415,-0.0083274841,-0.0722917467,0.9854137301,-0.1002688259,0.1340863854,0.0304420516,-0.0433364064,-0.0137659013,-0.0972387344,0.9789888859,-0.1505816728,0.1323522627,0.0372661389,-0.0474858209,-0.0188656151,-0.1126302928,0.9604607821,-0.2420935631,0.1282552928,0.0495627895,-0.0508144572,-0.0260170400,-0.1253520399,0.9604607821,-0.2420935631,0.1282552928,0.0495627895
