#timestamp [ns],p_RS_R_x [m], p_RS_R_y [m], p_RS_R_z [m], q_RS_w [], q_RS_x [], q_RS_y [], q_RS_z [],p_RS_R_x [m], p_RS_R_y [m], p_RS_R_z [m], q_RS_w [], q_RS_x [], q_RS_y [], q_RS_z []
28555380321685,0.0075489879,-0.0807701349,-0.5430818796,-0.7862398028,-0.0518406890,0.3374882340,-0.5150158405,-0.0737456679,-0.2067029774,-0.3286380172,0.7843257189,-0.5226175189,0.1967579275,-0.2701676190
28555387277539,0.0094118118,-0.0821762383,-0.5416993499,-0.7709574699,-0.0479928181,0.3396980762,-0.5365879536,-0.0738639235,-0.2064901292,-0.3279811740,0.7861655951,-0.5257800221,0.1894601583,-0.2638252378
28555394297242,0.0071421266,-0.0810527503,-0.5407117605,-0.7548695207,-0.0439775921,0.3420689702,-0.5578771234,-0.0742119551,-0.2084654272,-0.3274217844,0.7879315019,-0.5290135741,0.1817728281,-0.2574240267
28555401270254,0.0088802576,-0.0820433497,-0.5390700698,-0.7383469939,-0.0398789197,0.3442055285,-0.5785983205,-0.0743702054,-0.2083492577,-0.3266014457,0.7896450162,-0.5319784284,0.1741001904,-0.2512943447
28555408838848,0.0065894127,-0.0810416639,-0.5380209088,-0.7208986878,-0.0354492180,0.3467285037,-0.5990223885,-0.0745973289,-0.2102350593,-0.3263634443,0.7911278009,-0.5351040959,0.1662671566,-0.2452257574
28555415104799,0.0085847378,-0.0814037919,-0.5365077853,-0.7030789852,-0.0310449768,0.3491761684,-0.6187020540,-0.0746679902,-0.2121071517,-0.3259931803,0.7924845219,-0.5383192301,0.1582943946,-0.2390054315
28555422400467,0.0016644001,-0.0792099237,-0.5363448858,-0.6842483282,-0.0260141138,0.3521594107,-0.6380527020,-0.0747722387,-0.2118412852,-0.3252283335,0.7938194275,-0.5413851142,0.1503980160,-0.2326659858
28555428812262,0.0036072135,-0.0795144141,-0.5345969200,-0.6655891538,-0.0210549086,0.3548132479,-0.6562433839,-0.0747392178,-0.2137179971,-0.3252960443,0.7949821949,-0.5442251563,0.1427719742,-0.2268006802
28555437145776,0.0008709431,-0.0784727037,-0.5336915851,-0.6465314031,-0.0162806269,0.3577430844,-0.6736111641,-0.0747603774,-0.2156526446,-0.3248230815,0.7962013483,-0.5467124581,0.1353947520,-0.2209915370
28555442675795,0.0027031302,-0.0783856809,-0.5317311883,-0.6267892718,-0.0111209331,0.3604696691,-0.6907048821,-0.0748996735,-0.2154090106,-0.3242505193,0.7974488735,-0.5491341352,0.1276127994,-0.2150395215
28555449589578,0.0000125170,-0.0775548518,-0.5308775902,-0.6057403088,-0.0056271292,0.3637891412,-0.7076047659,-0.0748273134,-0.2170487940,-0.3242524862,0.7988589406,-0.5507503152,0.1206127778,-0.2096452564
28555456757604,-0.0022777915,-0.0767915845,-0.5301554203,-0.5843785405,-0.0004174185,0.3678085804,-0.7233384252,-0.0743934512,-0.2190600038,-0.3235753775,0.8005152345,-0.5518446565,0.1133468673,-0.2044392228
28555463748147,-0.0004724860,-0.0763075054,-0.5280784965,-0.5628752708,0.0049863886,0.3716693819,-0.7382469177,-0.0742612183,-0.2191133797,-0.3226308823,0.8021720052,-0.5526707172,0.1061360314,-0.1995252967
28555470707191,-0.0027025938,-0.0757522881,-0.5273486376,-0.5398471355,0.0105297826,0.3766384423,-0.7527269125,-0.0736071169,-0.2210520208,-0.3222111464,0.8037695289,-0.5530527234,0.0993433073,-0.1954948157
28555477811165,-0.0046639442,-0.0752172768,-0.5267487764,-0.5153596401,0.0162252430,0.3821737170,-0.7668666840,-0.0727481246,-0.2229023278,-0.3216009140,0.8049932122,-0.5535947680,0.0930946469,-0.1919692606
28555484624245,-0.0072231889,-0.0750948191,-0.5259957910,-0.4889161885,0.0226706490,0.3880771995,-0.7809245586,-0.0721540451,-0.2229414284,-0.3208287954,0.8061710000,-0.5541851521,0.0868823007,-0.1881985664
28555491572739,-0.0048186183,-0.0737793744,-0.5237704515,-0.4629631341,0.0286417287,0.3933438659,-0.7938042879,-0.0712041557,-0.2243550420,-0.3205313087,0.8070325255,-0.5549807549,0.0803220719,-0.1850497127
28555498565231,-0.0067515969,-0.0733831227,-0.5230916739,-0.4365388751,0.0346855894,0.3985887468,-0.8058274388,-0.0698729753,-0.2267549038,-0.3208064437,0.8079390526,-0.5557609200,0.0730192885,-0.1817487329
28555506481359,-0.0092596412,-0.0733942091,-0.5222289562,-0.4091858566,0.0407556333,0.4032806456,-0.8174782395,-0.0685566068,-0.2279334664,-0.3203787208,0.8089693785,-0.5564097166,0.0652396679,-0.1781030297
28555512321804,-0.0111863613,-0.0732982159,-0.5214883089,-0.3829493523,0.0464253314,0.4069557190,-0.8279984593,-0.0676971674,-0.2281674147,-0.3189326525,0.8100255728,-0.5566722155,0.0581183396,-0.1749199331
28555519347288,-0.0090729594,-0.0714246929,-0.5186834335,-0.3563366830,0.0519410372,0.4103517830,-0.8378172517,-0.0664142370,-0.2294397652,-0.3183801174,0.8113886714,-0.5564651489,0.0504883789,-0.1715979874
28555526230059,-0.0115880370,-0.0716883540,-0.5178089738,-0.3311691582,0.0561697558,0.4128997624,-0.8465729356,-0.0648633242,-0.2305779457,-0.3178724647,0.8128933907,-0.5559056997,0.0428921580,-0.1683257073
28555533204693,-0.0099047422,-0.0696619153,-0.5150697827,-0.3065247536,0.0600321591,0.4150175154,-0.8545169830,-0.0637817383,-0.2308229208,-0.3162449598,0.8143148422,-0.5552549958,0.0356177352,-0.1652715355
28555540331378,-0.0149952769,-0.0721960068,-0.5167776346,-0.2853929102,0.0615473613,0.4164274931,-0.8610174656,-0.0620585084,-0.2319701910,-0.3156831264,0.8157724142,-0.5543834567,0.0281860493,-0.1624190360
28555547070047,-0.0137530565,-0.0704063177,-0.5142093897,-0.2620005906,0.0633687600,0.4181287289,-0.8674725294,-0.0601068139,-0.2329467833,-0.3152392507,0.8169891238,-0.5537583232,0.0208201129,-0.1595208496
28555554011119,-0.0147823691,-0.0707629621,-0.5137210488,-0.2409072518,0.0637883767,0.4190931618,-0.8730726242,-0.0581844449,-0.2341241539,-0.3145760298,0.8178945184,-0.5534676313,0.0137504647,-0.1566307098
28555561270788,-0.0164517164,-0.0715270936,-0.5128889084,-0.2209731489,0.0634217188,0.4202441871,-0.8778060675,-0.0567138791,-0.2342086732,-0.3130675554,0.8187551498,-0.5532050729,0.0065397541,-0.1534973234
28555567910605,-0.0152779818,-0.0698369443,-0.5104717612,-0.2017391473,0.0625607893,0.4213007092,-0.8819825649,-0.0551128983,-0.2343604863,-0.3130602837,0.8196317554,-0.5530055165,0.0008591361,-0.1496264637
28555575046070,-0.0160970688,-0.0705640316,-0.5097494721,-0.1854343563,0.0609836057,0.4218438268,-0.8854054809,-0.0537251830,-0.2343454957,-0.3117393851,0.8203651309,-0.5528893471,-0.0059702997,-0.1458728164
28555581854631,-0.0171954632,-0.0713027418,-0.5084042549,-0.1693432927,0.0589157939,0.4225919545,-0.8884075284,-0.0518775582,-0.2352434695,-0.3112849593,0.8212075830,-0.5526981950,-0.0129131302,-0.1413370818
28555589031987,-0.0182594061,-0.0721700191,-0.5069317222,-0.1552619189,0.0567714758,0.4230550826,-0.8908957243,-0.0500168204,-0.2361613512,-0.3108748794,0.8218285441,-0.5528454781,-0.0197138209,-0.1362760812
28555595900788,-0.0171723366,-0.0708402991,-0.5047867894,-0.1416152269,0.0548744909,0.4234684408,-0.8930892348,-0.0487768650,-0.2360790968,-0.3096945882,0.8223014474,-0.5531094670,-0.0267740823,-0.1310472190
28555602668748,-0.0183107257,-0.0716543794,-0.5030459166,-0.1292248815,0.0530463494,0.4240054786,-0.8948220015,-0.0471830964,-0.2371419966,-0.3093250394,0.8227649331,-0.5534135699,-0.0335079990,-0.1251735091
28555609668061,-0.0179702640,-0.0705334842,-0.5005803108,-0.1166887134,0.0512839369,0.4245170355,-0.8964033723,-0.0461298823,-0.2368207872,-0.3085339069,0.8231618404,-0.5536843538,-0.0401461571,-0.1192748845
28555616656334,-0.0183566809,-0.0711499155,-0.4987906814,-0.1050994322,0.0503890030,0.4247675240,-0.8977681398,-0.0447742939,-0.2383030355,-0.3080602288,0.8232488632,-0.5543568134,-0.0460670851,-0.1132592931
28555623789161,-0.0192575455,-0.0718414485,-0.4968307018,-0.0934559032,0.0497671105,0.4255283475,-0.8987295628,-0.0434677005,-0.2396549881,-0.3076936007,0.8231953979,-0.5551587939,-0.0522928350,-0.1068338379
28555630531019,-0.0199127197,-0.0724005997,-0.4949530363,-0.0822076648,0.0495648645,0.4266563058,-0.8993051052,-0.0422092676,-0.2410691679,-0.3072466254,0.8229662776,-0.5560587049,-0.0579337105,-0.1008412540
28555637287588,-0.0204809904,-0.0731904507,-0.4932407737,-0.0718792155,0.0492259078,0.4282525778,-0.8994498849,-0.0416722298,-0.2414592206,-0.3063885570,0.8225682378,-0.5571331382,-0.0632793680,-0.0947627649
28555644356534,-0.0206112862,-0.0740549564,-0.4915760159,-0.0619647615,0.0487714186,0.4302646518,-0.8992519379,-0.0405859947,-0.2432098091,-0.3060384393,0.8219353557,-0.5584160089,-0.0683270842,-0.0890238881
28555651312516,-0.0199462771,-0.0735317171,-0.4894695878,-0.0533077866,0.0484742559,0.4323540032,-0.8988206387,-0.0397053361,-0.2448704541,-0.3056586981,0.8210761547,-0.5599568486,-0.0726964995,-0.0836503208
28555659709871,-0.0203701258,-0.0746138394,-0.4881899953,-0.0462878272,0.0481335819,0.4356047213,-0.8976575732,-0.0390512347,-0.2466084957,-0.3052867055,0.8200546503,-0.5616574883,-0.0765750781,-0.0786607862
28555665073869,-0.0195944309,-0.0744356215,-0.4863795042,-0.0395366028,0.0480669886,0.4387518167,-0.8964503407,-0.0389931202,-0.2473883927,-0.3048889637,0.8188307881,-0.5635852218,-0.0804546401,-0.0735867918
28555672129223,-0.0197880864,-0.0756798387,-0.4849022031,-0.0351380929,0.0481247045,0.4427063763,-0.8946845531,-0.0385987759,-0.2492353022,-0.3047577143,0.8175730705,-0.5655512810,-0.0833778158,-0.0690960661
28555679042425,-0.0202329755,-0.0769786239,-0.4834268093,-0.0327141099,0.0485891141,0.4470683038,-0.8925799727,-0.0384171605,-0.2512905598,-0.3045661449,0.8164224029,-0.5673124194,-0.0857159495,-0.0652988628
28555685965348,-0.0202868581,-0.0782579780,-0.4819111228,-0.0318736993,0.0494698733,0.4517379701,-0.8902076483,-0.0384334326,-0.2537528872,-0.3042519093,0.8152621388,-0.5690994859,-0.0873416662,-0.0620067753
28555692935250,-0.0197559595,-0.0791843832,-0.4802643061,-0.0326071419,0.0510963649,0.4562956095,-0.8877613544,-0.0388309956,-0.2547467947,-0.3042920232,0.8142474890,-0.5707064271,-0.0883711725,-0.0590406358
28555699933103,-0.0199474692,-0.0803088844,-0.4785585999,-0.0338879935,0.0523741655,0.4614641070,-0.8849629760,-0.0391131043,-0.2572247088,-0.3040181398,0.8135705590,-0.5718596578,-0.0884089768,-0.0571258776
28555706993349,-0.0196169019,-0.0814380348,-0.4767923951,-0.0372811221,0.0545982085,0.4668689370,-0.8818517327,-0.0395085812,-0.2597621083,-0.3037687540,0.8130326271,-0.5728557110,-0.0875454992,-0.0561259426
28555713778028,-0.0188436508,-0.0822713077,-0.4749523997,-0.0416842066,0.0573031604,0.4724080861,-0.8785267472,-0.0402125120,-0.2621764243,-0.3033828735,0.8123347163,-0.5740751624,-0.0865330473,-0.0553369187
28555720814162,-0.0186166763,-0.0834928155,-0.4730966687,-0.0475426652,0.0598604716,0.4783548713,-0.8748332262,-0.0409919620,-0.2651154399,-0.3026579618,0.8122537732,-0.5744041204,-0.0841634274,-0.0567476302
28555727763014,-0.0182017088,-0.0854406655,-0.4716919065,-0.0528835468,0.0625577942,0.4838339686,-0.8713177443,-0.0416204929,-0.2677185833,-0.3023990393,0.8119227290,-0.5751034617,-0.0816308409,-0.0580864102
28555734695647,-0.0183297992,-0.0864816904,-0.4699025750,-0.0584154651,0.0650511682,0.4893777668,-0.8676782250,-0.0424015522,-0.2708387673,-0.3017209172,0.8117189407,-0.5755899549,-0.0787318721,-0.0600830615
28555741637559,-0.0179485679,-0.0876814425,-0.4676855803,-0.0657551810,0.0681072772,0.4953882396,-0.8634976745,-0.0437491536,-0.2732226253,-0.3008602858,0.8123133183,-0.5748135448,-0.0745551661,-0.0646379292
28555748763295,-0.0182815194,-0.0902017951,-0.4658961296,-0.0731130093,0.0711830035,0.5008234382,-0.8595134616,-0.0445304513,-0.2762922347,-0.3000856042,0.8126121759,-0.5744124055,-0.0703813061,-0.0689812899
28555755482394,-0.0170890093,-0.0911439955,-0.4635063410,-0.0813438967,0.0742548183,0.5054650307,-0.8557888865,-0.0459191799,-0.2793073058,-0.2991920710,0.8132128716,-0.5734099150,-0.0656136200,-0.0747052431
28555762437026,-0.0165799260,-0.0923913419,-0.4607779980,-0.0904219523,0.0777388811,0.5101917982,-0.8517540693,-0.0473683476,-0.2817638814,-0.2983486652,0.8139472008,-0.5719688535,-0.0604498126,-0.0817767307
28555769262586,-0.0168544650,-0.0951055288,-0.4586878419,-0.0993136317,0.0812503695,0.5149292946,-0.8475747705,-0.0483751893,-0.2857553661,-0.2970767021,0.8146102428,-0.5705158114,-0.0550345890,-0.0888435245
28555776529635,-0.0156880617,-0.0960186422,-0.4557679892,-0.1087536588,0.0853921473,0.5194666982,-0.8432290554,-0.0497645736,-0.2879988253,-0.2961414456,0.8154721260,-0.5683997869,-0.0493853129,-0.0974066630
28555783307824,-0.0149379969,-0.0973020196,-0.4530136585,-0.1188594773,0.0899878368,0.5244448185,-0.8382913470,-0.0513167381,-0.2902526557,-0.2953801751,0.8163287044,-0.5659898520,-0.0433547311,-0.1066922173
28555790488980,-0.0139913559,-0.0985738635,-0.4501689076,-0.1297185719,0.0948813781,0.5296314359,-0.8328632712,-0.0529779792,-0.2923763394,-0.2946830392,0.8169867396,-0.5634306073,-0.0370716900,-0.1170658395
28555797283691,-0.0139405131,-0.1008864045,-0.4483093023,-0.1402888596,0.0990380123,0.5346578360,-0.8274367452,-0.0542086959,-0.2964683175,-0.2932929397,0.8175858259,-0.5607552528,-0.0311329011,-0.1270345151
28555804096491,-0.0128324032,-0.1020549238,-0.4457420111,-0.1524547487,0.1031563282,0.5401960611,-0.8211604953,-0.0559459925,-0.2980432510,-0.2928289175,0.8179200292,-0.5581060052,-0.0252904370,-0.1374223679
28555811473420,-0.0117018819,-0.1031174958,-0.4430825114,-0.1652494222,0.1062659025,0.5458378196,-0.8145312667,-0.0577852130,-0.2993525863,-0.2924166918,0.8180655837,-0.5555283427,-0.0193689279,-0.1475870311
28555818079348,-0.0104150176,-0.1039349437,-0.4402623773,-0.1782865524,0.1082836688,0.5513604283,-0.8077687025,-0.0593051314,-0.3032152951,-0.2911071777,0.8182388544,-0.5525818467,-0.0135673387,-0.1579698920
28555824929249,-0.0104579926,-0.1062893271,-0.4390693903,-0.1921257526,0.1097006500,0.5571926236,-0.8003686070,-0.0611932874,-0.3042859137,-0.2909750342,0.8181074262,-0.5500599742,-0.0081173945,-0.1675362736
28555831885461,-0.0091843009,-0.1071864367,-0.4360430837,-0.2063376755,0.1102595851,0.5632612109,-0.7924672961,-0.0630747080,-0.3055378199,-0.2907253504,0.8178930283,-0.5472755432,-0.0022027518,-0.1775828302
28555839809460,-0.0079883933,-0.1081165373,-0.4326968193,-0.2206253409,0.1108713523,0.5693417192,-0.7841441631,-0.0648980737,-0.3065629900,-0.2904868722,0.8177530169,-0.5444651842,0.0034210968,-0.1866171807
28555845556723,-0.0082756281,-0.1102698743,-0.4314923286,-0.2348884940,0.1113130227,0.5754052997,-0.7754647732,-0.0665834546,-0.3098279536,-0.2896120548,0.8175655007,-0.5416434407,0.0086302832,-0.1952808946
28555852493185,-0.0069145560,-0.1110754311,-0.4278513789,-0.2481743544,0.1124151349,0.5813275576,-0.7667012215,-0.0683346391,-0.3103509247,-0.2896228433,0.8172924519,-0.5391662717,0.0137204807,-0.2028414607
28555859664042,-0.0053103566,-0.1118531227,-0.4242088795,-0.2606731355,0.1136439368,0.5874934196,-0.7576187253,-0.0701174736,-0.3133709431,-0.2888059616,0.8170323968,-0.5364266038,0.0186442062,-0.2106110156
28555866612734,-0.0035219193,-0.1127788424,-0.4206810594,-0.2725078762,0.1154451370,0.5938621163,-0.7481575012,-0.0718682408,-0.3138155043,-0.2889922857,0.8166912794,-0.5343313813,0.0230509099,-0.2167348564
28555873521625,-0.0036657453,-0.1143924296,-0.4191340208,-0.2835869491,0.1171684563,0.5999103189,-0.7388894558,-0.0737214088,-0.3140195012,-0.2891039252,0.8163287640,-0.5325509906,0.0271950234,-0.2219394296
28555880433477,-0.0018403530,-0.1150977015,-0.4156845212,-0.2931987941,0.1192381084,0.6054595113,-0.7302297354,-0.0757026076,-0.3144026101,-0.2892332673,0.8160256147,-0.5308732390,0.0310087260,-0.2265267819
28555887374030,-0.0019866228,-0.1165728569,-0.4142575264,-0.3037424982,0.1211088970,0.6110889912,-0.7208629251,-0.0777758360,-0.3164344430,-0.2887921929,0.8158645630,-0.5290348530,0.0347850993,-0.2308184057
28555894496855,-0.0001944900,-0.1174144447,-0.4111931920,-0.3147636354,0.1222284436,0.6158891916,-0.7118037939,-0.0798133612,-0.3163771927,-0.2892299891,0.8155803084,-0.5279387236,0.0381511338,-0.2337819487
28555901385247,0.0019603968,-0.1183857918,-0.4076172709,-0.3280267417,0.1222236753,0.6201667190,-0.7020350099,-0.0821929574,-0.3165256083,-0.2894774079,0.8156636953,-0.5266245008,0.0413098969,-0.2359088957
28555908517103,0.0040211082,-0.1195206940,-0.4041134715,-0.3422751427,0.1207652614,0.6236317754,-0.6923488379,-0.0843282342,-0.3165627420,-0.2900077105,0.8155958652,-0.5257543921,0.0444166847,-0.2375140786
28555915120049,0.0058032870,-0.1203194857,-0.4009876251,-0.3566396832,0.1175204888,0.6264170408,-0.6830804944,-0.0867002010,-0.3177746534,-0.2900010347,0.8156813383,-0.5246578455,0.0472642183,-0.2390904278
28555922305965,0.0053415895,-0.1218743026,-0.3998400569,-0.3714426458,0.1134832576,0.6287993789,-0.6736195087,-0.0892436504,-0.3179252148,-0.2904406190,0.8156626225,-0.5238860846,0.0504991375,-0.2401828170
28555929156297,0.0069251060,-0.1230497956,-0.3962144256,-0.3893429339,0.1074777991,0.6309804320,-0.6623626947,-0.0915802121,-0.3178164363,-0.2909554839,0.8155613542,-0.5232626796,0.0537908785,-0.2411690652
28555936571767,0.0085960627,-0.1240963340,-0.3925182223,-0.4072772264,0.0998888537,0.6330308318,-0.6507068872,-0.0942178965,-0.3178871572,-0.2914872169,0.8153762817,-0.5227080584,0.0572416112,-0.2422009110
28555942910009,0.0078837276,-0.1249067187,-0.3919335604,-0.4251331687,0.0914612189,0.6351060271,-0.6383863091,-0.0970296860,-0.3181807399,-0.2918651104,0.8151165843,-0.5220008492,0.0611508042,-0.2436403632
28555949777092,0.0096483827,-0.1259529889,-0.3882713914,-0.4437512457,0.0813651159,0.6374992728,-0.6245472431,-0.0993583798,-0.3186298311,-0.2926032543,0.8147068024,-0.5213203430,0.0654708073,-0.2453397810
28555956931157,0.0113523602,-0.1270108223,-0.3846017718,-0.4622779787,0.0702358782,0.6402316689,-0.6094830036,-0.1022298932,-0.3186306655,-0.2931799293,0.8143594861,-0.5201023817,0.0705645829,-0.2476548105
28555963866109,0.0103714466,-0.1272527277,-0.3844172359,-0.4803290963,0.0589078441,0.6427374482,-0.5938876271,-0.1050543189,-0.3184816539,-0.2938606739,0.8139471412,-0.5184644461,0.0763531253,-0.2507088780
28555970755031,0.0118666291,-0.1282486022,-0.3809333444,-0.4986137450,0.0463716239,0.6458201408,-0.5763249397,-0.1083075404,-0.3185221851,-0.2942728996,0.8134133220,-0.5165589452,0.0825598985,-0.2543808222
28555977732494,0.0136546493,-0.1293704212,-0.3775481582,-0.5161911845,0.0327898487,0.6489062905,-0.5580253005,-0.1112734675,-0.3182476461,-0.2948434949,0.8129211664,-0.5140364170,0.0892782807,-0.2587569654
28555984677546,0.0154945254,-0.1306875944,-0.3741978407,-0.5334026814,0.0180585235,0.6519665122,-0.5386048555,-0.1140081882,-0.3187820315,-0.2957456112,0.8123373985,-0.5114777684,0.0960409120,-0.2632007897
28555991655790,0.0142006874,-0.1301555037,-0.3743262887,-0.5499300361,0.0030842703,0.6546145678,-0.5186976790,-0.1170713305,-0.3196900785,-0.2963646054,0.8117544651,-0.5086237788,0.1028700396,-0.2679072618
28555999067830,0.0187188983,-0.1337132156,-0.3676717877,-0.5662498474,-0.0141634364,0.6576523781,-0.4966425300,-0.1198518276,-0.3188418150,-0.2968034148,0.8112425208,-0.5048691034,0.1101472974,-0.2736063302
28556006027952,0.0172657371,-0.1331839263,-0.3674233556,-0.5819674134,-0.0308285132,0.6596255898,-0.4746131599,-0.1226150990,-0.3177745640,-0.2973806858,0.8106530905,-0.5005521178,0.1179585904,-0.2799554467
28556012328395,0.0188222528,-0.1348339617,-0.3642777205,-0.5963103771,-0.0472408086,0.6618240476,-0.4518531263,-0.1257195473,-0.3170023561,-0.2976685762,0.8100622296,-0.4956895411,0.1259931773,-0.2867347896
28556019331288,0.0198892951,-0.1365308464,-0.3614960313,-0.6095860004,-0.0639698505,0.6634447575,-0.4291315973,-0.1285951734,-0.3175909817,-0.2984693646,0.8091091514,-0.4908030927,0.1342158914,-0.2940082550
28556026275320,0.0182272196,-0.1355922520,-0.3608608842,-0.6228990555,-0.0806367323,0.6643715501,-0.4050986767,-0.1310977340,-0.3141821623,-0.2985954881,0.8080326915,-0.4849563241,0.1429305822,-0.3024425805
28556033366985,0.0198681355,-0.1376219690,-0.3581182957,-0.6342275739,-0.0961714983,0.6657119989,-0.3812268972,-0.1342250705,-0.3150058687,-0.2992887497,0.8069308400,-0.4795075655,0.1510336399,-0.3100385368
28556040395489,0.0212373734,-0.1399572492,-0.3552320004,-0.6448197961,-0.1121859103,0.6665752530,-0.3567901552,-0.1368014812,-0.3132995367,-0.2996513844,0.8055530787,-0.4737539291,0.1591895968,-0.3182769716
28556047291781,0.0222550035,-0.1421935558,-0.3529158831,-0.6540464759,-0.1279123425,0.6670794487,-0.3329665959,-0.1398303509,-0.3134895861,-0.3004741073,0.8039606810,-0.4679499567,0.1675248444,-0.3265049458
28556054115412,0.0206406116,-0.1404812634,-0.3525921106,-0.6629059315,-0.1433853954,0.6672274470,-0.3079024255,-0.1426141262,-0.3115790486,-0.3008052111,0.8025929928,-0.4621328413,0.1751943827,-0.3340429366
28556061647984,0.0217183828,-0.1428996325,-0.3500687480,-0.6709614396,-0.1601262242,0.6668084860,-0.2820227146,-0.1452027559,-0.3094089627,-0.3012478948,0.8008775115,-0.4562271833,0.1831375957,-0.3419248164
28556067784853,0.0201114416,-0.1415675879,-0.3488101959,-0.6781190038,-0.1761963516,0.6656951904,-0.2568258047,-0.1483157873,-0.3091215491,-0.3020203710,0.7990645170,-0.4505290389,0.1908712685,-0.3494105935
28556074868787,0.0215254426,-0.1442605853,-0.3471271396,-0.6834564209,-0.1920802891,0.6649106145,-0.2321346551,-0.1510083079,-0.3069613278,-0.3024023771,0.7975241542,-0.4448422492,0.1982871145,-0.3560237288
28556081778110,0.0227463841,-0.1474074721,-0.3452642560,-0.6874521971,-0.2088390887,0.6637621522,-0.2078834474,-0.1540640593,-0.3066918850,-0.3030937314,0.7958483696,-0.4391100705,0.2055064589,-0.3627325892
