timestamp,Wrist_x,Wrist_y,Wrist_z,Wrist_qx,Wrist_qy,Wrist_qz,Wrist_qw,ThumbMetacarpal_x,ThumbMetacarpal_y,ThumbMetacarpal_z,ThumbMetacarpal_qx,ThumbMetacarpal_qy,ThumbMetacarpal_qz,ThumbMetacarpal_qw,ThumbProximal_x,ThumbProximal_y,ThumbProximal_z,ThumbProximal_qx,ThumbProximal_qy,ThumbProximal_qz,ThumbProximal_qw,ThumbDistal_x,ThumbDistal_y,ThumbDistal_z,ThumbDistal_qx,ThumbDistal_qy,ThumbDistal_qz,ThumbDistal_qw,IndexMetacarpal_x,IndexMetacarpal_y,IndexMetacarpal_z,IndexMetacarpal_qx,IndexMetacarpal_qy,IndexMetacarpal_qz,IndexMetacarpal_qw,IndexProximal_x,IndexProximal_y,IndexProximal_z,IndexProximal_qx,IndexProximal_qy,IndexProximal_qz,IndexProximal_qw,IndexIntermediate_x,IndexIntermediate_y,IndexIntermediate_z,IndexIntermediate_qx,IndexIntermediate_qy,IndexIntermediate_qz,IndexIntermediate_qw,IndexDistal_x,IndexDistal_y,IndexDistal_z,IndexDistal_qx,IndexDistal_qy,IndexDistal_qz,IndexDistal_qw,MiddleMetacarpal_x,MiddleMetacarpal_y,MiddleMetacarpal_z,MiddleMetacarpal_qx,MiddleMetacarpal_qy,MiddleMetacarpal_qz,MiddleMetacarpal_qw,MiddleProximal_x,MiddleProximal_y,MiddleProximal_z,MiddleProximal_qx,MiddleProximal_qy,MiddleProximal_qz,MiddleProximal_qw,MiddleIntermediate_x,MiddleIntermediate_y,MiddleIntermediate_z,MiddleIntermediate_qx,MiddleIntermediate_qy,MiddleIntermediate_qz,MiddleIntermediate_qw,MiddleDistal_x,MiddleDistal_y,MiddleDistal_z,MiddleDistal_qx,MiddleDistal_qy,MiddleDistal_qz,MiddleDistal_qw,RingMetacarpal_x,RingMetacarpal_y,RingMetacarpal_z,RingMetacarpal_qx,RingMetacarpal_qy,RingMetacarpal_qz,RingMetacarpal_qw,RingProximal_x,RingProximal_y,RingProximal_z,RingProximal_qx,RingProximal_qy,RingProximal_qz,RingProximal_qw,RingIntermediate_x,RingIntermediate_y,RingIntermediate_z,RingIntermediate_qx,RingIntermediate_qy,RingIntermediate_qz,RingIntermediate_qw,RingDistal_x,RingDistal_y,RingDistal_z,RingDistal_qx,RingDistal_qy,RingDistal_qz,RingDistal_qw,LittleMetacarpal_x,LittleMetacarpal_y,LittleMetacarpal_z,LittleMetacarpal_qx,LittleMetacarpal_qy,LittleMetacarpal_qz,LittleMetacarpal_qw,LittleProximal_x,LittleProximal_y,LittleProximal_z,LittleProximal_qx,LittleProximal_qy,LittleProximal_qz,LittleProximal_qw,LittleIntermediate_x,LittleIntermediate_y,LittleIntermediate_z,LittleIntermediate_qx,LittleIntermediate_qy,LittleIntermediate_qz,LittleIntermediate_qw,LittleDistal_x,LittleDistal_y,LittleDistal_z,LittleDistal_qx,LittleDistal_qy,LittleDistal_qz,LittleDistal_qw
0,0.6504,-0.0304,1.2117,-0.1844,-0.2267,0.5880,0.7542,0.6663,-0.0594,1.1939,-0.2524,0.1485,-0.0861,0.9523,0.6632,-0.0897,1.1760,-0.2824,0.1958,0.0864,0.9351,0.6737,-0.1217,1.1569,-0.3748,0.1985,0.0924,0.9009,0.6665,-0.0599,1.1878,-0.1803,-0.1176,0.5903,0.7780,0.7224,-0.0750,1.1610,-0.2809,-0.3192,0.6112,0.6676,0.7466,-0.0787,1.1319,-0.2734,-0.2802,0.6451,0.6562,0.7643,-0.0791,1.1135,-0.2894,-0.2947,0.6621,0.6253,0.6725,-0.0466,1.1906,-0.2051,-0.1471,0.6391,0.7265,0.7240,-0.0525,1.1618,-0.2752,-0.3322,0.6157,0.6595,0.7505,-0.0563,1.1293,-0.2734,-0.2864,0.6295,0.6685,0.7711,-0.0580,1.1075,-0.2771,-0.2865,0.6382,0.6587,0.6760,-0.0322,1.1910,-0.2233,-0.1857,0.6760,0.6773,0.7203,-0.0315,1.1616,-0.2771,-0.2870,0.6331,0.6633,0.7484,-0.0334,1.1314,-0.2603,-0.2870,0.6296,0.6734,0.7684,-0.0354,1.1110,-0.2583,-0.2988,0.6295,0.6692,0.6755,-0.0160,1.1897,-0.2670,-0.2145,0.6873,0.6406,0.7131,-0.0118,1.1584,-0.2638,-0.2744,0.6349,0.6723,0.7369,-0.0136,1.1348,-0.2669,-0.2818,0.6260,0.6763,0.7511,-0.0151,1.1203,-0.2538,-0.2934,0.6161,0.6855
1000000000,0.6504,-0.0304,1.2117,-0.1844,-0.2267,0.5880,0.7542,0.6663,-0.0594,1.1939,-0.2524,0.1485,-0.0861,0.9523,0.6632,-0.0897,1.1760,-0.2824,0.1958,0.0864,0.9351,0.6737,-0.1217,1.1569,-0.3748,0.1985,0.0924,0.9009,0.6665,-0.0599,1.1878,-0.1803,-0.1176,0.5903,0.7780,0.7224,-0.0750,1.1610,-0.2809,-0.3192,0.6112,0.6676,0.7466,-0.0787,1.1319,-0.2734,-0.2802,0.6451,0.6562,0.7643,-0.0791,1.1135,-0.2894,-0.2947,0.6621,0.6253,0.6725,-0.0466,1.1906,-0.2051,-0.1471,0.6391,0.7265,0.7240,-0.0525,1.1618,-0.2752,-0.3322,0.6157,0.6595,0.7505,-0.0563,1.1293,-0.2734,-0.2864,0.6295,0.6685,0.7711,-0.0580,1.1075,-0.2771,-0.2865,0.6382,0.6587,0.6760,-0.0322,1.1910,-0.2233,-0.1857,0.6760,0.6773,0.7203,-0.0315,1.1616,-0.2771,-0.2870,0.6331,0.6633,0.7484,-0.0334,1.1314,-0.2603,-0.2870,0.6296,0.6734,0.7684,-0.0354,1.1110,-0.2583,-0.2988,0.6295,0.6692,0.6755,-0.0160,1.1897,-0.2670,-0.2145,0.6873,0.6406,0.7131,-0.0118,1.1584,-0.2638,-0.2744,0.6349,0.6723,0.7369,-0.0136,1.1348,-0.2669,-0.2818,0.6260,0.6763,0.7511,-0.0151,1.1203,-0.2538,-0.2934,0.6161,0.6855
