#timestamp [ns],p_RS_R_x [m], p_RS_R_y [m], p_RS_R_z [m], q_RS_w [], q_RS_x [], q_RS_y [], q_RS_z [],p_RS_R_x [m], p_RS_R_y [m], p_RS_R_z [m], q_RS_w [], q_RS_x [], q_RS_y [], q_RS_z []
27998194863409,-0.0130543113,-0.0309510715,-0.4006716013,0.0282291695,0.0421198495,-0.7480244637,0.6617314219,0.0165271461,-0.2816101909,-0.2619570494,0.8366608024,-0.5295320153,-0.0947486535,0.1030404717
27998201011077,-0.0126416981,-0.0343898013,-0.3998793364,0.0291726459,0.0419162251,-0.7478311062,0.6619219780,0.0163667798,-0.2820902467,-0.2614465952,0.8367211819,-0.5293985605,-0.0955856591,0.1024608836
27998208035030,-0.0127381384,-0.0325393528,-0.4000244141,0.0298399329,0.0416286178,-0.7476526499,0.6621119380,0.0164240301,-0.2817865312,-0.2617360353,0.8367360234,-0.5294081569,-0.0957389623,0.1021464840
27998214894429,-0.0130180418,-0.0305091441,-0.3998830318,0.0304229539,0.0411024168,-0.7476506233,0.6621205807,0.0163023770,-0.2813272178,-0.2618052959,0.8368484974,-0.5292755365,-0.0958661214,0.1017929316
27998222000562,-0.0128600597,-0.0311123319,-0.3997416496,0.0311701093,0.0408223197,-0.7474196553,0.6623638868,0.0163127184,-0.2817624509,-0.2614992857,0.8369508982,-0.5291587114,-0.0958214328,0.1016003788
27998229030735,-0.0126645565,-0.0319993496,-0.3993494511,0.0321483426,0.0398552455,-0.7471565008,0.6626727581,0.0164440870,-0.2814463973,-0.2617485523,0.8370140195,-0.5291089416,-0.0957251936,0.1014288664
27998235803202,-0.0132273734,-0.0300730169,-0.3991105556,0.0332308002,0.0386810005,-0.7464120388,0.6635273695,0.0163008571,-0.2811048031,-0.2617452145,0.8371611834,-0.5289222002,-0.0955346450,0.1013685539
27998242712113,-0.0130498111,-0.0326864123,-0.3983649015,0.0342969149,0.0373917557,-0.7456628680,0.6643887758,0.0164333880,-0.2816042304,-0.2613164186,0.8372616172,-0.5288207531,-0.0953827798,0.1012118161
27998249640273,-0.0132857859,-0.0304129645,-0.3983575106,0.0355444662,0.0356981568,-0.7440413237,0.6662318110,0.0165607035,-0.2813330889,-0.2614879608,0.8373139501,-0.5287607312,-0.0953266025,0.1011454165
27998256788618,-0.0139795542,-0.0284798294,-0.3981485367,0.0366426408,0.0341894291,-0.7426931262,0.6677539945,0.0162921846,-0.2809500396,-0.2614229918,0.8373486996,-0.5286614299,-0.0954895988,0.1012223363
27998263530035,-0.0136538446,-0.0321753174,-0.3970967531,0.0369677097,0.0332321152,-0.7418830991,0.6686841846,0.0163973868,-0.2815690637,-0.2608426809,0.8373828530,-0.5286148190,-0.0955550447,0.1011209339
27998270742750,-0.0136929154,-0.0303067714,-0.3971174955,0.0374751650,0.0314908624,-0.7406166792,0.6701425314,0.0163726807,-0.2811508179,-0.2610942125,0.8373696804,-0.5286337733,-0.0960898250,0.1006243005
27998277663361,-0.0136064291,-0.0280687995,-0.3971602917,0.0379432552,0.0297592524,-0.7392887473,0.6716597676,0.0163682103,-0.2807169557,-0.2613643408,0.8373510242,-0.5286573172,-0.0966763347,0.1000918448
27998285776640,-0.0132197440,-0.0322801843,-0.3961523771,0.0375698544,0.0285470542,-0.7382829189,0.6728386879,0.0164751112,-0.2811773717,-0.2609252930,0.8373479843,-0.5286273360,-0.0968966931,0.1000630409
27998291222358,-0.0129078031,-0.0302791484,-0.3963190317,0.0380414426,0.0261679646,-0.7372219563,0.6740711331,0.0165336132,-0.2806364298,-0.2614043951,0.8374125361,-0.5285536647,-0.0977951288,0.0990330204
27998298177048,-0.0130489469,-0.0281219855,-0.3965806961,0.0390195288,0.0249767508,-0.7362855673,0.6750831604,0.0166256726,-0.2802896500,-0.2616647482,0.8374353647,-0.5284928083,-0.0979753509,0.0989857614
27998305170040,-0.0126680434,-0.0306968652,-0.3960598707,0.0396563262,0.0241433177,-0.7357779741,0.6756296158,0.0165619552,-0.2808073461,-0.2612370253,0.8376280069,-0.5281693935,-0.0982424766,0.0988172889
27998312177882,-0.0125077069,-0.0285100676,-0.3966141939,0.0401678123,0.0228206366,-0.7355006933,0.6759471297,0.0166191161,-0.2803700566,-0.2617051601,0.8376692533,-0.5281199217,-0.0987131074,0.0982613713
27998319146173,-0.0126168132,-0.0265527591,-0.3969217539,0.0408833846,0.0221384298,-0.7352454066,0.6762045622,0.0167202055,-0.2799522281,-0.2620247602,0.8377385736,-0.5280039310,-0.0988202095,0.0981859863
27998326066684,-0.0121613145,-0.0285690054,-0.3966790438,0.0412513316,0.0216071401,-0.7354143858,0.6760157347,0.0165065527,-0.2805705667,-0.2614064217,0.8379628658,-0.5275729895,-0.0998184681,0.0975772217
27998333099956,-0.0120354593,-0.0264994763,-0.3973726034,0.0414146818,0.0211571027,-0.7355161309,0.6759091616,0.0166183710,-0.2800978720,-0.2619184256,0.8380234241,-0.5275375843,-0.0998473614,0.0972182527
27998340081978,-0.0116361380,-0.0265258402,-0.3973612785,0.0408259258,0.0217852835,-0.7356620431,0.6757662296,0.0164320469,-0.2807009220,-0.2614145279,0.8381517529,-0.5273133516,-0.1006608233,0.0964872092
27998347438825,-0.0111101568,-0.0281167179,-0.3969469070,0.0409162566,0.0215706471,-0.7359353304,0.6754699945,0.0165467262,-0.2803954482,-0.2616428137,0.8382266760,-0.5272451043,-0.1006268859,0.0962447524
27998353760456,-0.0109925568,-0.0261289254,-0.3974781036,0.0403353907,0.0215162262,-0.7356519699,0.6758153439,0.0166204572,-0.2799502611,-0.2620636225,0.8383082747,-0.5272204876,-0.1006017998,0.0956923142
27998360684527,-0.0104968548,-0.0281313844,-0.3972126245,0.0398955345,0.0209133774,-0.7355607152,0.6759595871,0.0168400109,-0.2804424763,-0.2620434761,0.8380365968,-0.5278242230,-0.1000340059,0.0953381956
27998367775359,-0.0104821920,-0.0263914056,-0.3974971771,0.0393674076,0.0207007881,-0.7353770733,0.6761969328,0.0169425905,-0.2801649570,-0.2622816563,0.8381343484,-0.5277614594,-0.0999766514,0.0948865861
27998374709851,-0.0105105042,-0.0245751888,-0.3981473446,0.0386762880,0.0200034305,-0.7353460193,0.6762915850,0.0170261562,-0.2797000408,-0.2626552582,0.8382325768,-0.5277062654,-0.1000678316,0.0942263603
27998381653241,-0.0099608302,-0.0287776403,-0.3974010944,0.0381807126,0.0189467352,-0.7354682088,0.6762173772,0.0171179175,-0.2801256180,-0.2625873089,0.8381929994,-0.5279490352,-0.0997812599,0.0935197845
27998388565642,-0.0099920630,-0.0270677209,-0.3978849649,0.0375969522,0.0183726009,-0.7356660366,0.6760507226,0.0172574520,-0.2798520327,-0.2628432512,0.8383443356,-0.5277997255,-0.0998271927,0.0929558203
27998395633884,-0.0100253820,-0.0252081044,-0.3988426924,0.0370651335,0.0177786332,-0.7357950807,0.6759554744,0.0173371434,-0.2793019712,-0.2635015249,0.8383730650,-0.5278297067,-0.0999634042,0.0923785865
27998402468484,-0.0095344186,-0.0295396782,-0.3980058432,0.0365145467,0.0166818742,-0.7358991504,0.6759001613,0.0174630880,-0.2794280350,-0.2635531425,0.8384024501,-0.5278689265,-0.1000039428,0.0918414220
27998410953360,-0.0094302595,-0.0280317850,-0.3993245363,0.0361655541,0.0162714347,-0.7360466123,0.6757681966,0.0175734758,-0.2794673443,-0.2643157244,0.8382786512,-0.5281988382,-0.0998987108,0.0911881626
27998416158562,-0.0094386041,-0.0262868181,-0.3998593092,0.0356136002,0.0162379425,-0.7364754677,0.6753309965,0.0177424550,-0.2792110145,-0.2646087408,0.8383176923,-0.5281565785,-0.1000445411,0.0909127221
27998423080063,-0.0090128183,-0.0291590132,-0.3995779753,0.0351924933,0.0160128921,-0.7368742228,0.6749233007,0.0178324580,-0.2796371579,-0.2644276619,0.8381940126,-0.5283800960,-0.1001070887,0.0906858817
27998430254597,-0.0090225041,-0.0277000107,-0.4004458189,0.0346687771,0.0160185937,-0.7372232676,0.6745690107,0.0179132223,-0.2794121504,-0.2650899887,0.8380219936,-0.5286153555,-0.1003051847,0.0906853825
27998437169988,-0.0090827644,-0.0260746516,-0.4008910656,0.0341360979,0.0161440633,-0.7375268936,0.6742612720,0.0180329978,-0.2791703641,-0.2654246092,0.8378967643,-0.5287435055,-0.1005806625,0.0907902792
27998444014927,-0.0085221827,-0.0300917737,-0.4001672268,0.0337767564,0.0161547251,-0.7375808358,0.6742201447,0.0181063712,-0.2798082829,-0.2651469707,0.8376307487,-0.5291278958,-0.1007064357,0.0908663943
27998451083659,-0.0100284815,-0.0282947198,-0.4010531902,0.0327781066,0.0169694740,-0.7376829386,0.6741376519,0.0172956586,-0.2793042660,-0.2659212351,0.8372817636,-0.5293843150,-0.1012480557,0.0919800550
27998458042101,-0.0103375018,-0.0266445912,-0.4014863968,0.0324252546,0.0172156710,-0.7378444672,0.6739716530,0.0169373751,-0.2797318399,-0.2655881643,0.8370663524,-0.5295783877,-0.1019676402,0.0920286328
27998464916000,-0.0099915862,-0.0296705402,-0.4011877775,0.0319292806,0.0172082316,-0.7380757928,0.6737422943,0.0167042613,-0.2800357938,-0.2653244734,0.8368890285,-0.5297707915,-0.1023661643,0.0920920298
27998472166097,-0.0102192461,-0.0280816145,-0.4016876221,0.0315038636,0.0173799973,-0.7382318377,0.6735868454,0.0167008638,-0.2798945606,-0.2656084299,0.8366786838,-0.5300794244,-0.1021887809,0.0924228802
27998478905184,-0.0104645193,-0.0264602192,-0.4020924568,0.0309527125,0.0174964890,-0.7383975983,0.6734277010,0.0166389644,-0.2796370983,-0.2658902407,0.8364321589,-0.5304181576,-0.1021051928,0.0928033665
27998485795554,-0.0099183321,-0.0311030038,-0.4013581276,0.0303139780,0.0177646596,-0.7384977937,0.6733398438,0.0165902674,-0.2802045047,-0.2654696703,0.8360199928,-0.5310655236,-0.1017342061,0.0932209492
27998492751315,-0.0099678040,-0.0295940787,-0.4020078182,0.0295546073,0.0176624004,-0.7386351228,0.6732257009,0.0166526735,-0.2799904346,-0.2659393549,0.8357809186,-0.5313900113,-0.1017729640,0.0934732333
27998500689291,-0.0099343956,-0.0334210806,-0.4014497995,0.0281566884,0.0175125934,-0.7389264107,0.6729698181,0.0165961087,-0.2805933654,-0.2653053999,0.8355000615,-0.5317424536,-0.1016105264,0.0941534415
27998506461224,-0.0101109743,-0.0320524387,-0.4018065929,0.0272348430,0.0174755566,-0.7391567230,0.6727557182,0.0165897012,-0.2804941833,-0.2655254602,0.8353468776,-0.5319310427,-0.1016504839,0.0944040790
27998513612228,-0.0102706850,-0.0305849463,-0.4023896456,0.0262367763,0.0174062327,-0.7395181656,0.6723998785,0.0165871680,-0.2803942263,-0.2658362389,0.8352294564,-0.5321013927,-0.1016068533,0.0945308656
27998520420807,-0.0103135407,-0.0344425775,-0.4017089605,0.0257204343,0.0181662198,-0.7396023273,0.6723071933,0.0165514946,-0.2809117138,-0.2652604580,0.8353273869,-0.5319178104,-0.1015692502,0.0947385281
27998527388278,-0.0104863644,-0.0329772457,-0.4022029638,0.0249075461,0.0184825044,-0.7402386069,0.6716285944,0.0165598691,-0.2806379795,-0.2656073570,0.8353292346,-0.5318808556,-0.1015563756,0.0949433073
27998534399560,-0.0106991231,-0.0314509496,-0.4029995203,0.0244583655,0.0189731102,-0.7414271832,0.6703190804,0.0165589452,-0.2804334164,-0.2660204172,0.8354880810,-0.5316472054,-0.1014519185,0.0949662551
27998541354771,-0.0107638240,-0.0321982130,-0.4030909538,0.0237832982,0.0201436989,-0.7423051000,0.6693368554,0.0165030658,-0.2808671594,-0.2655843496,0.8357539177,-0.5312219262,-0.1013649553,0.0950997770
27998548361532,-0.0107390881,-0.0328540206,-0.4031269550,0.0236170627,0.0207664464,-0.7435143590,0.6679800749,0.0164714456,-0.2805409729,-0.2660032511,0.8358965516,-0.5310086608,-0.1013329551,0.0950701162
27998555359805,-0.0109026432,-0.0311240181,-0.4036468267,0.0233078413,0.0212529674,-0.7446913719,0.6666632891,0.0164341033,-0.2801297903,-0.2664459944,0.8361124396,-0.5307063460,-0.1013454273,0.0948470607
27998562265015,-0.0105839074,-0.0329594538,-0.4033097029,0.0230495296,0.0220892262,-0.7461436391,0.6650192142,0.0163999796,-0.2805635631,-0.2659300566,0.8364782929,-0.5301727057,-0.1013111398,0.0946414024
27998569279627,-0.0107648075,-0.0312803611,-0.4038368464,0.0228546020,0.0226495843,-0.7471874356,0.6638340950,0.0163650513,-0.2802254558,-0.2663552761,0.8366848826,-0.5298966169,-0.1012288556,0.0944495797
27998576232158,-0.0109526217,-0.0294695422,-0.4042245150,0.0228131860,0.0228281021,-0.7481377721,0.6627581716,0.0163287818,-0.2798084021,-0.2668038607,0.8369279504,-0.5295875669,-0.1011848748,0.0940759480
27998583162938,-0.0108302236,-0.0322859436,-0.4035345316,0.0233103856,0.0231050551,-0.7491200566,0.6616207361,0.0163195729,-0.2802896202,-0.2663199902,0.8371924758,-0.5292378068,-0.1009825468,0.0939081162
27998590048749,-0.0110813081,-0.0304394141,-0.4038560390,0.0234968644,0.0232122093,-0.7496286631,0.6610341072,0.0162777007,-0.2799257040,-0.2667535543,0.8373968601,-0.5289718509,-0.1008278802,0.0937497169
27998596970619,-0.0107805729,-0.0332094505,-0.4030616283,0.0240517091,0.0237272903,-0.7503786683,0.6601442695,0.0162067711,-0.2794337273,-0.2671958208,0.8376113772,-0.5287086368,-0.1006985009,0.0934572518
27998603994582,-0.0109384358,-0.0314291269,-0.4034622908,0.0242481753,0.0240033288,-0.7508831620,0.6595531106,0.0161774457,-0.2798619568,-0.2667894363,0.8379029632,-0.5282986760,-0.1003913730,0.0934922546
27998610865151,-0.0110217035,-0.0295012966,-0.4037550688,0.0243627559,0.0243084673,-0.7515369058,0.6587927938,0.0161217451,-0.2794255316,-0.2671689987,0.8380677104,-0.5281068087,-0.1001732051,0.0933334902
27998617821532,-0.0113384426,-0.0315766409,-0.4031419754,0.0244642142,0.0242310893,-0.7516125441,0.6587055326,0.0159066617,-0.2796140909,-0.2669204473,0.8382327557,-0.5278282166,-0.1001477093,0.0934536532
27998626128995,-0.0114819109,-0.0297942236,-0.4035511017,0.0244407374,0.0245836712,-0.7523015738,0.6579062939,0.0158820450,-0.2791951597,-0.2673321962,0.8383751512,-0.5276647806,-0.0997958109,0.0934761986
27998631347817,-0.0117251873,-0.0279474109,-0.4037717581,0.0243625939,0.0246122386,-0.7528510690,0.6572792530,0.0158712268,-0.2787405550,-0.2677280903,0.8385164142,-0.5275050402,-0.0994621143,0.0934658870
27998638497232,-0.0118190944,-0.0308513418,-0.4027253389,0.0244746208,0.0244682208,-0.7531044483,0.6569901109,0.0156032741,-0.2794194520,-0.2666091919,0.8389728665,-0.5266937613,-0.0998350382,0.0935482755
27998645462683,-0.0119988024,-0.0290560797,-0.4030218124,0.0243362598,0.0242927391,-0.7533902526,0.6566740274,0.0156438053,-0.2790104747,-0.2670143843,0.8390981555,-0.5265655518,-0.0995349661,0.0934663266
27998652465076,-0.0121985078,-0.0270658359,-0.4031746387,0.0241870712,0.0240127034,-0.7534826398,0.6565839052,0.0156520605,-0.2785449326,-0.2672399282,0.8392538428,-0.5263963938,-0.0992906466,0.0932798535
27998659572818,-0.0123296678,-0.0272508413,-0.4030659199,0.0238996111,0.0242592897,-0.7535658479,0.6564898491,0.0154303908,-0.2791190743,-0.2664581537,0.8396266699,-0.5256805420,-0.0998540670,0.0933605954
27998666195163,-0.0125164986,-0.0253337845,-0.4034124613,0.0237657167,0.0242112055,-0.7535774112,0.6564832330,0.0154900253,-0.2787549496,-0.2667998075,0.8397172093,-0.5255802870,-0.0996701419,0.0933080688
27998673342038,-0.0127356350,-0.0231745541,-0.4037386179,0.0237055998,0.0244135708,-0.7535911202,0.6564620733,0.0155160725,-0.2783326507,-0.2669614553,0.8398305774,-0.5254168510,-0.0995950401,0.0932875499
27998680232238,-0.0128029287,-0.0241442174,-0.4036494493,0.0232465956,0.0246425401,-0.7537688017,0.6562659740,0.0153231323,-0.2797359228,-0.2654765844,0.8401726484,-0.5245580077,-0.1008949876,0.0936429128
